SN,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
99349,2008,1,3,4,1630,1615,1855,1839,XE,612,N11544,85,84,75,16,15,MSY,JAX,513
99350,2008,1,4,5,1710,1615,1932,1839,XE,612,N12552,82,84,69,53,55,MSY,JAX,513
99351,2008,1,5,6,1615,1615,1846,1839,XE,612,N11547,91,84,65,7,0,MSY,JAX,513
99352,2008,1,6,7,1643,1615,1911,1839,XE,612,N11551,88,84,71,32,28,MSY,JAX,513
99353,2008,1,7,1,1613,1615,1835,1839,XE,612,N19554,82,84,70,-4,-2,MSY,JAX,513
99354,2008,1,8,2,1620,1615,1859,1839,XE,612,N12563,99,84,69,20,5,MSY,JAX,513
99355,2008,1,9,3,1606,1615,1833,1839,XE,612,N19554,87,84,69,-6,-9,MSY,JAX,513
99356,2008,1,10,4,1605,1615,1837,1839,XE,612,N14907,92,84,68,-2,-10,MSY,JAX,513
99357,2008,1,11,5,1619,1615,1846,1839,XE,612,N14186,87,84,72,7,4,MSY,JAX,513
99358,2008,1,12,6,1613,1625,1829,1849,XE,612,N11544,76,84,66,-20,-12,MSY,JAX,513
99359,2008,1,13,7,1630,1615,1846,1839,XE,612,N12563,76,84,64,7,15,MSY,JAX,513
99360,2008,1,14,1,1613,1615,1843,1839,XE,612,N13553,90,84,64,4,-2,MSY,JAX,513
99361,2008,1,15,2,1605,1615,1835,1839,XE,612,N12563,90,84,66,-4,-10,MSY,JAX,513
99362,2008,1,16,3,1607,1615,1829,1839,XE,612,N11544,82,84,71,-10,-8,MSY,JAX,513
99363,2008,1,17,4,1646,1615,1906,1839,XE,612,N12563,80,84,70,27,31,MSY,JAX,513
99364,2008,1,18,5,1648,1615,1912,1839,XE,612,N19554,84,84,67,33,33,MSY,JAX,513
99365,2008,1,19,6,1618,1625,1854,1849,XE,612,N11193,96,84,61,5,-7,MSY,JAX,513
99366,2008,1,20,7,1640,1615,1900,1839,XE,612,N16559,80,84,66,21,25,MSY,JAX,513
99367,2008,1,21,1,1614,1615,1834,1839,XE,612,N11193,80,84,66,-5,-1,MSY,JAX,513
99368,2008,1,22,2,1606,1615,1830,1839,XE,612,N16559,84,84,65,-9,-9,MSY,JAX,513
99369,2008,1,23,3,1605,1615,1824,1839,XE,612,N11193,79,84,65,-15,-10,MSY,JAX,513
99370,2008,1,24,4,1620,1615,1847,1839,XE,612,N16559,87,84,67,8,5,MSY,JAX,513
99371,2008,1,25,5,1615,1615,1834,1839,XE,612,N14907,79,84,65,-5,0,MSY,JAX,513
99372,2008,1,26,6,1653,1625,1907,1849,XE,612,N12563,74,84,63,18,28,MSY,JAX,513
99373,2008,1,27,7,1659,1615,1939,1839,XE,612,N19554,100,84,68,60,44,MSY,JAX,513
99374,2008,1,28,1,1600,1615,1823,1839,XE,612,N18557,83,84,69,-16,-15,MSY,JAX,513
99375,2008,1,29,2,1614,1615,1833,1839,XE,612,N12552,79,84,66,-6,-1,MSY,JAX,513
99376,2008,1,30,3,1607,1615,1825,1839,XE,612,N19554,78,84,66,-14,-8,MSY,JAX,513
99377,2008,1,31,4,1634,1615,1902,1839,XE,612,N12552,88,84,67,23,19,MSY,JAX,513
99378,2008,1,1,2,735,730,910,902,XE,615,N11551,95,92,69,8,5,RDU,JAX,408
99379,2008,1,2,3,923,730,1057,902,XE,615,N11551,94,92,72,115,113,RDU,JAX,408
99380,2008,1,3,4,823,730,934,902,XE,615,N12563,71,92,55,32,53,RDU,JAX,408
99381,2008,1,4,5,724,730,853,902,XE,615,N17196,89,92,62,-9,-6,RDU,JAX,408
99382,2008,1,5,6,723,730,841,902,XE,615,N17196,78,92,58,-21,-7,RDU,JAX,408
99383,2008,1,7,1,728,730,850,902,XE,615,N13553,82,92,64,-12,-2,RDU,JAX,408
99384,2008,1,8,2,722,730,848,902,XE,615,N13553,86,92,64,-14,-8,RDU,JAX,408
99385,2008,1,9,3,724,730,850,902,XE,615,N13553,86,92,66,-12,-6,RDU,JAX,408
99386,2008,1,10,4,721,730,840,902,XE,615,N19554,79,92,65,-22,-9,RDU,JAX,408
99387,2008,1,11,5,723,730,902,902,XE,615,N14907,99,92,76,0,-7,RDU,JAX,408
99388,2008,1,12,6,722,730,841,902,XE,615,N14907,79,92,66,-21,-8,RDU,JAX,408
99389,2008,1,14,1,724,730,901,902,XE,615,N11544,97,92,71,-1,-6,RDU,JAX,408
99390,2008,1,15,2,720,730,902,902,XE,615,N18557,102,92,71,0,-10,RDU,JAX,408
99391,2008,1,16,3,728,730,857,902,XE,615,N18557,89,92,70,-5,-2,RDU,JAX,408
99392,2008,1,17,4,750,730,920,902,XE,615,N18557,90,92,70,18,20,RDU,JAX,408
99393,2008,1,18,5,733,730,909,902,XE,615,N18557,96,92,75,7,3,RDU,JAX,408
99394,2008,1,19,6,722,730,857,902,XE,615,N19554,95,92,77,-5,-8,RDU,JAX,408
99395,2008,1,21,1,737,730,859,902,XE,615,N12563,82,92,65,-3,7,RDU,JAX,408
99396,2008,1,22,2,729,730,855,902,XE,615,N19554,86,92,70,-7,-1,RDU,JAX,408
99397,2008,1,23,3,724,730,843,902,XE,615,N14907,79,92,64,-19,-6,RDU,JAX,408
99398,2008,1,24,4,723,730,853,902,XE,615,N13553,90,92,66,-9,-7,RDU,JAX,408
99399,2008,1,25,5,724,730,849,902,XE,615,N16559,85,92,66,-13,-6,RDU,JAX,408
99400,2008,1,26,6,722,730,858,902,XE,615,N16559,96,92,71,-4,-8,RDU,JAX,408
99401,2008,1,28,1,720,730,844,902,XE,615,N19554,84,92,56,-18,-10,RDU,JAX,408
99402,2008,1,29,2,722,730,843,902,XE,615,N18557,81,92,67,-19,-8,RDU,JAX,408
99403,2008,1,30,3,730,730,855,902,XE,615,N18557,85,92,71,-7,0,RDU,JAX,408
99404,2008,1,31,4,727,730,854,902,XE,615,N17196,87,92,73,-8,-3,RDU,JAX,408
99405,2008,1,1,2,1856,1840,2032,2030,XE,619,N16561,96,110,81,2,16,MSY,SAT,495
99406,2008,1,2,3,1928,1840,2058,2030,XE,619,N11551,90,110,80,28,48,MSY,SAT,495
99407,2008,1,3,4,1832,1840,2010,2030,XE,619,N12563,98,110,80,-20,-8,MSY,SAT,495
99408,2008,1,4,5,1836,1840,2003,2030,XE,619,N11544,87,110,77,-27,-4,MSY,SAT,495
99409,2008,1,5,6,1831,1840,2009,2030,XE,619,N17196,98,110,81,-21,-9,MSY,SAT,495
99410,2008,1,6,7,1826,1840,1954,2030,XE,619,N11547,88,110,78,-36,-14,MSY,SAT,495
99411,2008,1,7,1,1835,1840,2010,2030,XE,619,N11551,95,110,80,-20,-5,MSY,SAT,495
99412,2008,1,8,2,1830,1840,2007,2030,XE,619,N12552,97,110,80,-23,-10,MSY,SAT,495
99413,2008,1,9,3,1839,1840,2014,2030,XE,619,N12563,95,110,81,-16,-1,MSY,SAT,495
99414,2008,1,10,4,1831,1840,2005,2030,XE,619,N13553,94,110,83,-25,-9,MSY,SAT,495
99415,2008,1,11,5,1825,1840,1955,2030,XE,619,N19554,90,110,80,-35,-15,MSY,SAT,495
99416,2008,1,13,7,1829,1840,2000,2030,XE,619,N14186,91,110,83,-30,-11,MSY,SAT,495
99417,2008,1,14,1,1837,1840,2019,2030,XE,619,N14562,102,110,87,-11,-3,MSY,SAT,495
99418,2008,1,15,2,1838,1840,2012,2030,XE,619,N13553,94,110,83,-18,-2,MSY,SAT,495
99419,2008,1,16,3,1835,1840,2009,2030,XE,619,N14186,94,110,82,-21,-5,MSY,SAT,495
99420,2008,1,17,4,1830,1840,1959,2030,XE,619,N11544,89,110,82,-31,-10,MSY,SAT,495
99421,2008,1,18,5,1841,1840,2022,2030,XE,619,N13553,101,110,86,-8,1,MSY,SAT,495
99422,2008,1,20,7,1832,1840,2000,2030,XE,619,N12195,88,110,78,-30,-8,MSY,SAT,495
99423,2008,1,21,1,1833,1840,2012,2030,XE,619,N18557,99,110,85,-18,-7,MSY,SAT,495
99424,2008,1,22,2,1830,1840,2008,2030,XE,619,N12563,98,110,88,-22,-10,MSY,SAT,495
99425,2008,1,23,3,1832,1840,2010,2030,XE,619,N19554,98,110,83,-20,-8,MSY,SAT,495
99426,2008,1,24,4,1845,1840,2029,2030,XE,619,N11193,104,110,89,-1,5,MSY,SAT,495
99427,2008,1,25,5,1910,1840,2056,2030,XE,619,N12563,106,110,93,26,30,MSY,SAT,495
99428,2008,1,27,7,1833,1840,1956,2030,XE,619,N13553,83,110,73,-34,-7,MSY,SAT,495
99429,2008,1,28,1,1821,1840,2009,2030,XE,619,N11192,108,110,83,-21,-19,MSY,SAT,495
99430,2008,1,29,2,1830,1840,2016,2030,XE,619,N14203,106,110,88,-14,-10,MSY,SAT,495
99431,2008,1,30,3,1830,1840,2006,2030,XE,619,N14562,96,110,86,-24,-10,MSY,SAT,495
99432,2008,1,31,4,1905,1840,2048,2030,XE,619,N18557,103,110,82,18,25,MSY,SAT,495
99433,2008,1,1,2,1639,1640,1827,1814,XE,619,N16561,168,154,144,13,-1,RDU,MSY,779
99434,2008,1,2,3,1732,1640,1855,1814,XE,619,N11551,143,154,129,41,52,RDU,MSY,779
99435,2008,1,3,4,1637,1640,1752,1814,XE,619,N12563,135,154,121,-22,-3,RDU,MSY,779
99436,2008,1,4,5,1634,1640,1743,1814,XE,619,N11544,129,154,114,-31,-6,RDU,MSY,779
99437,2008,1,5,6,1634,1640,1812,1814,XE,619,N17196,158,154,135,-2,-6,RDU,MSY,779
99438,2008,1,6,7,1637,1640,1745,1814,XE,619,N11547,128,154,115,-29,-3,RDU,MSY,779
99439,2008,1,7,1,1639,1640,1747,1814,XE,619,N11551,128,154,118,-27,-1,RDU,MSY,779
99440,2008,1,8,2,1637,1640,1758,1814,XE,619,N12552,141,154,120,-16,-3,RDU,MSY,779
99441,2008,1,9,3,1639,1640,1752,1814,XE,619,N12563,133,154,121,-22,-1,RDU,MSY,779
99442,2008,1,10,4,1631,1640,1754,1814,XE,619,N13553,143,154,129,-20,-9,RDU,MSY,779
99443,2008,1,11,5,1630,1640,1746,1814,XE,619,N19554,136,154,125,-28,-10,RDU,MSY,779
99444,2008,1,12,6,1557,1605,1715,1739,XE,619,N17196,138,154,125,-24,-8,RDU,MSY,779
99445,2008,1,13,7,1631,1640,1801,1814,XE,619,N14186,150,154,137,-13,-9,RDU,MSY,779
99446,2008,1,14,1,1634,1640,1811,1814,XE,619,N14562,157,154,136,-3,-6,RDU,MSY,779
99447,2008,1,15,2,1634,1640,1810,1814,XE,619,N13553,156,154,143,-4,-6,RDU,MSY,779
99448,2008,1,16,3,1635,1640,1806,1814,XE,619,N14186,151,154,136,-8,-5,RDU,MSY,779
99449,2008,1,17,4,1634,1640,1801,1814,XE,619,N11544,147,154,137,-13,-6,RDU,MSY,779
99450,2008,1,18,5,1643,1640,1818,1814,XE,619,N13553,155,154,136,4,3,RDU,MSY,779
99451,2008,1,19,6,1606,1605,1800,1739,XE,619,N16178,174,154,133,21,1,RDU,MSY,779
99452,2008,1,20,7,1630,1640,1756,1814,XE,619,N12195,146,154,131,-18,-10,RDU,MSY,779
99453,2008,1,21,1,1640,1640,1752,1814,XE,619,N18557,132,154,120,-22,0,RDU,MSY,779
99454,2008,1,22,2,1632,1640,1758,1814,XE,619,N12563,146,154,132,-16,-8,RDU,MSY,779
99455,2008,1,23,3,1636,1640,1816,1814,XE,619,N19554,160,154,123,2,-4,RDU,MSY,779
99456,2008,1,24,4,1632,1640,1807,1814,XE,619,N11193,155,154,134,-7,-8,RDU,MSY,779
99457,2008,1,25,5,1637,1640,1811,1814,XE,619,N12563,154,154,134,-3,-3,RDU,MSY,779
99458,2008,1,26,6,1627,1605,1756,1739,XE,619,N13553,149,154,138,17,22,RDU,MSY,779
99459,2008,1,27,7,1639,1640,1802,1814,XE,619,N13553,143,154,119,-12,-1,RDU,MSY,779
99460,2008,1,28,1,1636,1640,1743,1814,XE,619,N11192,127,154,114,-31,-4,RDU,MSY,779
99461,2008,1,29,2,1636,1640,1757,1814,XE,619,N14203,141,154,129,-17,-4,RDU,MSY,779
99462,2008,1,30,3,1630,1640,1750,1814,XE,619,N14562,140,154,122,-24,-10,RDU,MSY,779
99463,2008,1,31,4,1653,1640,1840,1814,XE,619,N18557,167,154,144,26,13,RDU,MSY,779
99464,2008,1,1,2,1618,1620,1754,1814,XE,621,N14174,156,174,142,-20,-2,RDU,MCI,904
99465,2008,1,2,3,1737,1620,1910,1814,XE,621,N14204,153,174,142,56,77,RDU,MCI,904
99466,2008,1,3,4,1614,1620,1813,1814,XE,621,N17196,179,174,156,-1,-6,RDU,MCI,904
99467,2008,1,4,5,1612,1620,1754,1814,XE,621,N27190,162,174,144,-20,-8,RDU,MCI,904
99468,2008,1,6,7,1620,1620,1753,1814,XE,621,N14186,153,174,139,-21,0,RDU,MCI,904
99469,2008,1,7,1,1610,1620,1743,1814,XE,621,N11194,153,174,137,-31,-10,RDU,MCI,904
99470,2008,1,8,2,1615,1620,1758,1814,XE,621,N12195,163,174,144,-16,-5,RDU,MCI,904
99471,2008,1,9,3,1610,1620,1751,1814,XE,621,N14186,161,174,145,-23,-10,RDU,MCI,904
99472,2008,1,10,4,1611,1620,1750,1814,XE,621,N27200,159,174,143,-24,-9,RDU,MCI,904
99473,2008,1,11,5,1614,1620,1811,1814,XE,621,N16561,177,174,145,-3,-6,RDU,MCI,904
99474,2008,1,13,7,1614,1620,1805,1814,XE,621,N11187,171,174,130,-9,-6,RDU,MCI,904
99475,2008,1,14,1,1615,1620,1750,1814,XE,621,N27190,155,174,142,-24,-5,RDU,MCI,904
99476,2008,1,15,2,1613,1620,1758,1814,XE,621,N27200,165,174,139,-16,-7,RDU,MCI,904
99477,2008,1,16,3,1615,1620,1810,1814,XE,621,N17196,175,174,153,-4,-5,RDU,MCI,904
99478,2008,1,17,4,1615,1620,1800,1814,XE,621,N11191,165,174,152,-14,-5,RDU,MCI,904
99479,2008,1,18,5,1803,1620,1948,1814,XE,621,N11187,165,174,150,94,103,RDU,MCI,904
99480,2008,1,20,7,1614,1620,1753,1814,XE,621,N11194,159,174,140,-21,-6,RDU,MCI,904
99481,2008,1,21,1,1617,1620,1808,1814,XE,621,N11187,171,174,148,-6,-3,RDU,MCI,904
99482,2008,1,22,2,1612,1620,1805,1814,XE,621,N12201,173,174,152,-9,-8,RDU,MCI,904
99483,2008,1,23,3,1611,1620,1813,1814,XE,621,N17196,182,174,156,-1,-9,RDU,MCI,904
99484,2008,1,24,4,1612,1620,1801,1814,XE,621,N16178,169,174,145,-13,-8,RDU,MCI,904
99485,2008,1,25,5,1615,1620,1815,1814,XE,621,N11187,180,174,156,1,-5,RDU,MCI,904
99486,2008,1,27,7,1620,1620,1815,1814,XE,621,N13161,175,174,156,1,0,RDU,MCI,904
99487,2008,1,28,1,1617,1620,1811,1814,XE,621,N14186,174,174,149,-3,-3,RDU,MCI,904
99488,2008,1,29,2,1610,1620,1813,1814,XE,621,N11192,183,174,162,-1,-10,RDU,MCI,904
99489,2008,1,30,3,1612,1620,1756,1814,XE,621,N17196,164,174,152,-18,-8,RDU,MCI,904
99490,2008,1,31,4,1645,1620,1833,1814,XE,621,N14562,168,174,153,19,25,RDU,MCI,904
99491,2008,1,1,2,1912,1845,2059,2045,XE,622,N11547,167,180,155,14,27,JAX,MCI,956
99492,2008,1,2,3,1845,1845,2041,2045,XE,622,N11544,176,180,163,-4,0,JAX,MCI,956
99493,2008,1,3,4,1839,1845,2014,2045,XE,622,N18557,155,180,143,-31,-6,JAX,MCI,956
99494,2008,1,4,5,1845,1845,2036,2045,XE,622,N11547,171,180,158,-9,0,JAX,MCI,956
99495,2008,1,5,6,1843,1845,2023,2045,XE,622,N11551,160,180,150,-22,-2,JAX,MCI,956
99496,2008,1,6,7,1843,1845,2042,2045,XE,622,N19554,179,180,161,-3,-2,JAX,MCI,956
99497,2008,1,7,1,1907,1845,2050,2045,XE,622,N12563,163,180,140,5,22,JAX,MCI,956
99498,2008,1,8,2,1838,1845,2022,2045,XE,622,N19554,164,180,149,-23,-7,JAX,MCI,956
99499,2008,1,9,3,1828,1845,2001,2045,XE,622,N14907,153,180,139,-44,-17,JAX,MCI,956
99500,2008,1,10,4,1833,1845,2002,2045,XE,622,N14186,149,180,138,-43,-12,JAX,MCI,956
99501,2008,1,11,5,1850,1845,2028,2045,XE,622,N12552,158,180,143,-17,5,JAX,MCI,956
99502,2008,1,12,6,1842,1845,2026,2045,XE,622,N12563,164,180,145,-19,-3,JAX,MCI,956
99503,2008,1,13,7,1836,1845,2012,2045,XE,622,N17196,156,180,141,-33,-9,JAX,MCI,956
99504,2008,1,14,1,1840,1845,2044,2045,XE,622,N12563,184,180,153,-1,-5,JAX,MCI,956
99505,2008,1,15,2,1829,1845,2019,2045,XE,622,N11544,170,180,154,-26,-16,JAX,MCI,956
99506,2008,1,16,3,1900,1845,2037,2045,XE,622,N12563,157,180,139,-8,15,JAX,MCI,956
99507,2008,1,17,4,1837,1845,2023,2045,XE,622,N19554,166,180,149,-22,-8,JAX,MCI,956
99508,2008,1,18,5,1909,1845,2050,2045,XE,622,N12563,161,180,148,5,24,JAX,MCI,956
99509,2008,1,19,6,1849,1845,2038,2045,XE,622,N18557,169,180,155,-7,4,JAX,MCI,956
99510,2008,1,20,7,1843,1845,2024,2045,XE,622,N11193,161,180,138,-21,-2,JAX,MCI,956
99511,2008,1,21,1,2228,1845,16,2045,XE,622,N16559,168,180,154,211,223,JAX,MCI,956
99512,2008,1,22,2,1838,1845,2028,2045,XE,622,N11193,170,180,157,-17,-7,JAX,MCI,956
99513,2008,1,23,3,1835,1845,2033,2045,XE,622,N16559,178,180,160,-12,-10,JAX,MCI,956
99514,2008,1,24,4,1843,1845,2042,2045,XE,622,N14907,179,180,163,-3,-2,JAX,MCI,956
99515,2008,1,25,5,1904,1845,2046,2045,XE,622,N14907,162,180,151,1,19,JAX,MCI,956
99516,2008,1,26,6,1900,1845,2111,2045,XE,622,N19554,191,180,177,26,15,JAX,MCI,956
99517,2008,1,27,7,1956,1845,2151,2045,XE,622,N14162,175,180,159,66,71,JAX,MCI,956
99518,2008,1,28,1,1845,1845,2026,2045,XE,622,N14162,161,180,146,-19,0,JAX,MCI,956
99519,2008,1,29,2,1853,1845,2043,2045,XE,622,N19554,170,180,153,-2,8,JAX,MCI,956
99520,2008,1,30,3,1837,1845,2031,2045,XE,622,N12552,174,180,154,-14,-8,JAX,MCI,956
99521,2008,1,31,4,1851,1845,2056,2045,XE,622,N19554,185,180,166,11,6,JAX,MCI,956
99522,2008,1,1,2,1222,1225,1408,1433,XE,624,N11164,166,188,151,-25,-3,TUS,GEG,1125
99523,2008,1,2,3,1231,1225,1417,1433,XE,624,N11199,166,188,151,-16,6,TUS,GEG,1125
99524,2008,1,3,4,1224,1225,1412,1433,XE,624,N14204,168,188,152,-21,-1,TUS,GEG,1125
99525,2008,1,4,5,1214,1225,1410,1433,XE,624,N11164,176,188,162,-23,-11,TUS,GEG,1125
99526,2008,1,5,6,1223,1225,1408,1433,XE,624,N27190,165,188,148,-25,-2,TUS,GEG,1125
99527,2008,1,6,7,1321,1225,1504,1433,XE,624,N13161,163,188,148,31,56,TUS,GEG,1125
99528,2008,1,7,1,1219,1225,1433,1433,XE,624,N12201,194,188,171,0,-6,TUS,GEG,1125
99529,2008,1,8,2,1215,1225,1415,1433,XE,624,N11199,180,188,153,-18,-10,TUS,GEG,1125
99530,2008,1,9,3,1218,1225,1443,1433,XE,624,N12195,205,188,190,10,-7,TUS,GEG,1125
99531,2008,1,10,4,1221,1225,1421,1433,XE,624,N14204,180,188,163,-12,-4,TUS,GEG,1125
99532,2008,1,11,5,1258,1225,1505,1433,XE,624,N11199,187,188,170,32,33,TUS,GEG,1125
99533,2008,1,12,6,1240,1225,1443,1433,XE,624,N11192,183,188,163,10,15,TUS,GEG,1125
99534,2008,1,13,7,1216,1225,1427,1433,XE,624,N12195,191,188,176,-6,-9,TUS,GEG,1125
99535,2008,1,14,1,1223,1225,1419,1433,XE,624,N11187,176,188,161,-14,-2,TUS,GEG,1125
99536,2008,1,15,2,1225,1225,1514,1433,XE,624,N27190,229,188,178,41,0,TUS,GEG,1125
99537,2008,1,16,3,1223,1225,1426,1433,XE,624,N21197,183,188,169,-7,-2,TUS,GEG,1125
99538,2008,1,17,4,1239,1225,1454,1433,XE,624,N13161,195,188,173,21,14,TUS,GEG,1125
99539,2008,1,18,5,1219,1225,1423,1433,XE,624,N21197,184,188,164,-10,-6,TUS,GEG,1125
99540,2008,1,19,6,1220,1225,1413,1433,XE,624,N12163,173,188,157,-20,-5,TUS,GEG,1125
99541,2008,1,20,7,1223,1225,1406,1433,XE,624,N11164,163,188,150,-27,-2,TUS,GEG,1125
99542,2008,1,21,1,1227,1225,1412,1433,XE,624,N11194,165,188,149,-21,2,TUS,GEG,1125
99543,2008,1,22,2,1312,1225,1451,1433,XE,624,N12163,159,188,146,18,47,TUS,GEG,1125
99544,2008,1,23,3,1216,1225,1401,1433,XE,624,N12201,165,188,151,-32,-9,TUS,GEG,1125
99545,2008,1,24,4,1229,1225,1412,1433,XE,624,N17196,163,188,140,-21,4,TUS,GEG,1125
99546,2008,1,25,5,1217,1225,1427,1433,XE,624,N16178,190,188,168,-6,-8,TUS,GEG,1125
99547,2008,1,26,6,1215,1225,1409,1433,XE,624,N11199,174,188,152,-24,-10,TUS,GEG,1125
99548,2008,1,28,1,1243,1225,1438,1433,XE,624,N11199,175,188,156,5,18,TUS,GEG,1125
99549,2008,1,29,2,1215,1225,1420,1433,XE,624,N14186,185,188,160,-13,-10,TUS,GEG,1125
99550,2008,1,30,3,1215,1225,1422,1433,XE,624,N11192,187,188,167,-11,-10,TUS,GEG,1125
99551,2008,1,31,4,1219,1225,1422,1433,XE,624,N11199,183,188,167,-11,-6,TUS,GEG,1125
99552,2008,1,1,2,710,715,836,841,XE,71,N11199,206,206,176,-5,-5,OMA,ONT,1286
99553,2008,1,2,3,717,715,853,841,XE,71,N13161,216,206,171,12,2,OMA,ONT,1286
99554,2008,1,3,4,711,715,843,841,XE,71,N12195,212,206,189,2,-4,OMA,ONT,1286
99555,2008,1,4,5,717,715,912,841,XE,71,N14186,235,206,206,31,2,OMA,ONT,1286
99556,2008,1,5,6,744,715,930,841,XE,71,N13161,226,206,202,49,29,OMA,ONT,1286
99557,2008,1,6,7,709,715,907,841,XE,71,N12201,238,206,202,26,-6,OMA,ONT,1286
99558,2008,1,7,1,711,715,840,841,XE,71,N11192,209,206,182,-1,-4,OMA,ONT,1286
99559,2008,1,8,2,709,715,851,841,XE,71,N27200,222,206,179,10,-6,OMA,ONT,1286
99560,2008,1,9,3,705,715,826,841,XE,71,N12163,201,206,179,-15,-10,OMA,ONT,1286
99561,2008,1,10,4,705,715,813,841,XE,71,N17196,188,206,174,-28,-10,OMA,ONT,1286
99562,2008,1,11,5,713,715,839,841,XE,71,N27190,206,206,182,-2,-2,OMA,ONT,1286
99563,2008,1,12,6,711,715,854,841,XE,71,N11164,223,206,173,13,-4,OMA,ONT,1286
99564,2008,1,14,1,707,715,803,841,XE,71,N16178,176,206,164,-38,-8,OMA,ONT,1286
99565,2008,1,15,2,705,715,844,841,XE,71,N14198,219,206,182,3,-10,OMA,ONT,1286
99566,2008,1,16,3,705,715,832,841,XE,71,N11164,207,206,183,-9,-10,OMA,ONT,1286
99567,2008,1,17,4,712,715,838,841,XE,71,N11192,206,206,163,-3,-3,OMA,ONT,1286
99568,2008,1,18,5,716,715,905,841,XE,71,N11199,229,206,195,24,1,OMA,ONT,1286
99569,2008,1,19,6,724,715,842,841,XE,71,N17196,198,206,170,1,9,OMA,ONT,1286
99570,2008,1,21,1,706,715,850,841,XE,71,N11192,224,206,192,9,-9,OMA,ONT,1286
99571,2008,1,22,2,706,715,839,841,XE,71,N16178,213,206,190,-2,-9,OMA,ONT,1286
99572,2008,1,23,3,710,715,845,841,XE,71,N21197,215,206,190,4,-5,OMA,ONT,1286
99573,2008,1,24,4,711,715,846,841,XE,71,N11192,215,206,186,5,-4,OMA,ONT,1286
99574,2008,1,25,5,709,715,857,841,XE,71,N13161,228,206,203,16,-6,OMA,ONT,1286
99575,2008,1,26,6,706,715,842,841,XE,71,N13161,216,206,187,1,-9,OMA,ONT,1286
99576,2008,1,28,1,713,715,922,841,XE,71,N21197,249,206,234,41,-2,OMA,ONT,1286
99577,2008,1,29,2,705,715,833,841,XE,71,N11194,208,206,182,-8,-10,OMA,ONT,1286
99578,2008,1,30,3,706,715,832,841,XE,71,N11191,206,206,177,-9,-9,OMA,ONT,1286
99579,2008,1,31,4,710,715,838,841,XE,71,N27190,208,206,175,-3,-5,OMA,ONT,1286
99580,2008,1,1,2,917,905,1407,1406,XE,72,N13161,170,181,160,1,12,ONT,OMA,1286
99581,2008,1,2,3,936,905,1431,1406,XE,72,N14203,175,181,159,25,31,ONT,OMA,1286
99582,2008,1,3,4,924,905,1413,1406,XE,72,N14186,169,181,154,7,19,ONT,OMA,1286
99583,2008,1,4,5,945,905,1440,1406,XE,72,N13161,175,181,158,34,40,ONT,OMA,1286
99584,2008,1,5,6,919,905,1400,1406,XE,72,N12201,161,181,144,-6,14,ONT,OMA,1286
99585,2008,1,6,7,1132,905,1624,1406,XE,72,N11192,172,181,148,138,147,ONT,OMA,1286
99586,2008,1,7,1,928,905,1426,1406,XE,72,N11164,178,181,161,20,23,ONT,OMA,1286
99587,2008,1,8,2,917,905,1422,1406,XE,72,N27190,185,181,170,16,12,ONT,OMA,1286
99588,2008,1,9,3,911,905,1406,1406,XE,72,N11193,175,181,159,0,6,ONT,OMA,1286
99589,2008,1,10,4,925,905,1436,1406,XE,72,N11194,191,181,175,30,20,ONT,OMA,1286
99590,2008,1,11,5,919,905,1414,1406,XE,72,N11164,175,181,163,8,14,ONT,OMA,1286
99591,2008,1,12,6,912,905,1415,1406,XE,72,N14198,183,181,167,9,7,ONT,OMA,1286
99592,2008,1,13,7,943,905,1448,1406,XE,72,N12201,185,181,169,42,38,ONT,OMA,1286
99593,2008,1,14,1,907,905,1438,1406,XE,72,N16178,211,181,188,32,2,ONT,OMA,1286
99594,2008,1,15,2,900,905,1407,1406,XE,72,N11199,187,181,161,1,-5,ONT,OMA,1286
99595,2008,1,16,3,902,905,1409,1406,XE,72,N12201,187,181,167,3,-3,ONT,OMA,1286
99596,2008,1,17,4,920,905,1441,1406,XE,72,N27200,201,181,173,35,15,ONT,OMA,1286
99597,2008,1,18,5,929,905,1430,1406,XE,72,N17196,181,181,158,24,24,ONT,OMA,1286
99598,2008,1,19,6,925,905,1421,1406,XE,72,N17196,176,181,163,15,20,ONT,OMA,1286
99599,2008,1,20,7,913,905,1403,1406,XE,72,N21197,170,181,156,-3,8,ONT,OMA,1286
99600,2008,1,21,1,906,905,1400,1406,XE,72,N11191,174,181,152,-6,1,ONT,OMA,1286
99601,2008,1,22,2,930,905,1411,1406,XE,72,N14186,161,181,148,5,25,ONT,OMA,1286
99602,2008,1,23,3,905,905,1400,1406,XE,72,N21197,175,181,156,-6,0,ONT,OMA,1286
99603,2008,1,24,4,907,905,1358,1406,XE,72,N11192,171,181,153,-8,2,ONT,OMA,1286
99604,2008,1,25,5,923,905,1434,1406,XE,72,N13161,191,181,147,28,18,ONT,OMA,1286
99605,2008,1,26,6,939,905,1440,1406,XE,72,N14186,181,181,160,34,34,ONT,OMA,1286
99606,2008,1,27,7,924,905,1404,1406,XE,72,N27200,160,181,140,-2,19,ONT,OMA,1286
99607,2008,1,28,1,909,905,1359,1406,XE,72,N11194,170,181,144,-7,4,ONT,OMA,1286
